source_poi,target_poi,delta_times
8236,9766,1.0
9766,15684,1.0
15118,10843,1.0
8276,8917,1.0
8276,8734,3.0
8276,20159,1.0
20159,8689,1.0
8713,8276,1.0
17984,8720,1.0
8720,15072,1.0
7685,18921,1.0
11797,15664,2.0
15664,21115,2.0
15445,15978,1.0
19235,18041,1.0
20597,20192,1.0
10211,15115,1.0
10952,21027,1.0
19235,13093,1.0
12216,9240,1.0
13441,15912,1.0
15912,20790,1.0
12590,9856,1.0
9909,8656,2.0
8656,7021,2.0
9909,7473,1.0
16483,10619,1.0
20985,14275,1.0
20985,20694,1.0
9909,15455,1.0
15455,15751,1.0
15751,8820,1.0
15176,20790,1.0
17430,13085,2.0
13085,17430,1.0
13085,21280,1.0
18606,7455,1.0
19186,20694,1.0
20694,19186,1.0
19186,16375,1.0
16375,16404,1.0
16375,13872,1.0
10983,7968,1.0
7765,15324,1.0
15324,12617,1.0
12617,12076,1.0
18479,7412,1.0
7412,11507,1.0
8917,11507,1.0
11507,11619,1.0
17447,7968,2.0
14581,21498,3.0
21498,11472,1.0
11472,8886,1.0
20500,7765,1.0
7765,10850,1.0
10850,18479,1.0
14581,11472,1.0
11472,15680,1.0
15118,8236,1.0
18770,11472,2.0
18770,12092,1.0
15680,18483,2.0
18483,12338,1.0
12563,11016,1.0
12117,11472,1.0
11472,18148,1.0
10401,21498,1.0
18770,17658,2.0
14581,12464,1.0
7412,14027,1.0
10411,9543,1.0
9543,15118,1.0
12149,12208,2.0
10411,15013,1.0
15013,15425,1.0
10411,14027,1.0
12149,18770,4.0
18770,15883,1.0
18770,14505,1.0
14505,8886,1.0
8886,18770,3.0
10724,12208,1.0
11472,12338,1.0
7685,16458,1.0
12149,8886,3.0
7506,13662,1.0
12149,17065,1.0
7685,8181,1.0
18770,10146,1.0
20500,12149,1.0
16458,10407,1.0
18708,19851,1.0
20214,18708,3.0
19979,20214,1.0
10485,12777,1.0
8904,16522,1.0
16522,13078,1.0
13078,18335,1.0
18335,18649,1.0
18649,9866,1.0
17328,11389,1.0
14274,11407,1.0
12633,13420,1.0
10198,21275,1.0
11916,15507,1.0
17548,8047,1.0
11935,14416,1.0
19592,9818,1.0
9818,16178,1.0
11473,9233,1.0
8937,8449,1.0
15436,12766,1.0
7968,8364,1.0
17436,19617,1.0
15174,10128,1.0
19176,14375,1.0
17598,19154,1.0
12559,18184,1.0
18184,8499,1.0
8499,18184,1.0
18184,11834,1.0
11411,8747,1.0
8747,17311,1.0
10325,7311,1.0
13783,7311,9.0
13442,13783,2.0
7311,14336,1.0
14336,11662,1.0
8121,11662,1.0
11662,7311,5.0
11662,13783,2.0
18168,13007,1.0
13007,20696,1.0
20696,21245,1.0
10581,17454,1.0
17454,18451,1.0
17441,7311,1.0
14592,13783,1.0
20879,13442,1.0
20105,17876,1.0
17876,20696,1.0
20696,20565,1.0
20565,18451,1.0
18451,20135,1.0
12291,13250,1.0
13250,19049,1.0
7311,17441,1.0
16368,14658,1.0
14135,17971,1.0
7311,16823,1.0
16823,13442,1.0
11431,13767,1.0
13767,15873,1.0
12811,18351,1.0
12811,20672,1.0
20672,14807,1.0
14776,16191,1.0
12988,21154,1.0
18872,11729,1.0
18720,18632,1.0
18690,15637,1.0
14027,18690,1.0
18148,8102,1.0
17618,7968,1.0
12395,20044,1.0
10628,10824,1.0
10745,8375,1.0
15217,7064,1.0
21512,19669,1.0
18397,12104,1.0
9056,12756,1.0
17821,17751,1.0
14508,12655,1.0
12655,19793,1.0
10581,13797,1.0
17298,19461,1.0
19461,14905,1.0
19431,17885,1.0
16867,13441,1.0
13441,16867,1.0
16178,12252,1.0
7968,12252,1.0
12252,18750,1.0
7968,9219,2.0
7968,16203,1.0
17820,18479,1.0
8331,10005,1.0
16203,19675,1.0
16203,20573,1.0
9533,16774,1.0
13408,12632,2.0
9533,13391,1.0
14873,9533,1.0
13391,8072,1.0
8072,15115,1.0
15115,19187,1.0
21597,11956,1.0
11956,21597,1.0
11956,20434,1.0
20434,18602,1.0
21597,10054,1.0
13969,10958,1.0
10958,20415,1.0
20415,9432,1.0
11956,13828,2.0
17738,8266,1.0
17316,17738,1.0
13795,17738,1.0
20724,10714,1.0
10714,8190,1.0
10585,17738,1.0
11819,14115,1.0
11738,10311,1.0
9644,15488,1.0
15450,12849,1.0
17313,13602,1.0
10044,10659,1.0
10659,12629,1.0
11265,15581,1.0
15873,10827,1.0
15581,7432,1.0
19675,11975,1.0
21022,17719,1.0
15056,19903,2.0
19903,13602,1.0
14257,9121,1.0
9447,20191,1.0
11507,9121,1.0
9121,9447,1.0
14879,11218,1.0
20889,7149,1.0
13847,8139,1.0
20272,9678,1.0
7812,20724,1.0
7129,18869,1.0
18869,10141,1.0
10141,9584,1.0
9584,13762,1.0
13762,14224,1.0
8228,20133,1.0
17598,17058,1.0
14391,8693,1.0
15167,17258,1.0
19709,10816,1.0
15586,9997,1.0
9997,10777,1.0
7968,20983,1.0
12205,18632,1.0
10388,13792,1.0
13792,13790,1.0
15630,13483,1.0
13483,12205,1.0
12205,12661,1.0
12661,12811,1.0
12811,14117,1.0
12205,10572,1.0
11106,11606,2.0
11606,8295,1.0
8295,7918,1.0
7918,13790,1.0
13790,13467,1.0
13467,14581,1.0
21498,21283,1.0
15630,15463,1.0
15463,12065,1.0
16655,12988,1.0
12661,20357,1.0
20357,14127,1.0
10468,12205,1.0
16778,21546,1.0
21546,11106,1.0
21029,12661,1.0
12661,13362,1.0
13362,16778,1.0
11106,16778,1.0
16778,21029,3.0
11606,19322,1.0
16778,17778,1.0
15038,11106,1.0
8655,16778,1.0
21029,11106,1.0
12811,19822,1.0
19822,16778,1.0
11106,19322,1.0
19322,16778,2.0
13362,19322,1.0
16778,11106,1.0
11106,12661,1.0
13696,21546,1.0
19322,16146,1.0
17566,17555,1.0
11881,8537,1.0
15118,9706,2.0
12092,8517,1.0
9706,10079,1.0
7940,15727,1.0
9706,7940,2.0
7940,9706,3.0
9706,16993,1.0
15727,11047,1.0
21301,19514,1.0
12760,19601,1.0
19601,20873,1.0
20873,8517,1.0
15118,8352,1.0
7940,13406,2.0
10065,15324,1.0
18009,19090,1.0
19090,18562,1.0
7765,9706,2.0
20428,15199,1.0
13283,12288,1.0
12288,20428,1.0
7359,7940,1.0
9706,16886,1.0
19224,7940,1.0
7765,16854,1.0
9706,13909,1.0
10065,9706,1.0
17930,11534,1.0
14257,18788,1.0
13602,7149,1.0
17725,11534,1.0
7765,7774,1.0
14134,21236,1.0
21236,13283,1.0
16169,11380,1.0
18828,7833,1.0
7833,16746,1.0
16746,11380,1.0
18828,17829,1.0
17829,11380,1.0
20980,11969,1.0
10581,8781,1.0
18606,13342,2.0
13342,14329,1.0
19670,14683,1.0
16941,11691,1.0
7131,13540,1.0
12417,8765,1.0
8765,13640,1.0
13640,21202,1.0
21202,7805,1.0
7805,15125,1.0
11105,20838,1.0
13645,10666,1.0
20613,18805,1.0
20838,11544,1.0
11544,8395,2.0
18805,20613,3.0
18805,18461,1.0
20838,8395,2.0
18500,10592,1.0
8395,17817,1.0
20838,10592,1.0
11544,18461,1.0
18805,17817,1.0
13902,7846,2.0
18700,7846,3.0
7846,15129,1.0
7306,9969,1.0
19487,21527,1.0
21527,8960,1.0
13593,18700,3.0
13593,7085,1.0
7085,18700,1.0
20116,13593,1.0
20116,8799,1.0
13834,12875,1.0
17201,9885,1.0
16451,12301,1.0
12301,16800,1.0
15883,18443,1.0
18479,11729,1.0
16301,11975,1.0
17425,9243,1.0
9425,8274,1.0
20729,12252,1.0
12252,13130,1.0
13130,9134,2.0
21207,18148,2.0
18148,13130,1.0
8767,8597,1.0
8597,20506,1.0
20506,15883,1.0
8597,16203,1.0
18788,12252,1.0
19970,15883,2.0
12604,14288,1.0
15814,21355,1.0
21355,8919,1.0
20104,13130,1.0
8861,15883,1.0
18479,9706,1.0
9706,21355,1.0
11714,18961,1.0
13111,18479,1.0
18479,20729,1.0
16203,8919,1.0
14214,7968,1.0
12171,10578,1.0
10578,12171,1.0
20069,12439,1.0
11072,20069,1.0
19615,9238,1.0
9238,10823,1.0
15649,16232,1.0
17793,19279,1.0
19279,9238,1.0
9238,20987,1.0
20987,16747,1.0
16747,10823,1.0
7249,10823,1.0
15857,20102,1.0
11872,13325,1.0
21407,9228,1.0
18943,14770,1.0
14333,20047,1.0
15374,9060,1.0
19095,18684,2.0
13826,14444,1.0
20980,7457,1.0
19534,9847,2.0
9847,9060,1.0
9060,8994,1.0
14444,13994,1.0
13994,18721,1.0
16747,8881,1.0
10534,8719,1.0
18294,15681,1.0
21207,11734,1.0
8594,8216,1.0
8594,21458,1.0
9510,9724,1.0
8512,7313,1.0
11632,18826,1.0
8594,14027,1.0
13699,19970,1.0
8669,20802,1.0
13580,20486,1.0
19362,16655,1.0
12033,11854,1.0
11854,16516,1.0
11035,7238,1.0
7340,16178,1.0
19216,11785,1.0
19192,16127,1.0
16127,18196,1.0
18196,12323,1.0
12323,15857,1.0
15857,11144,1.0
8831,12323,1.0
12323,17598,1.0
19073,16141,2.0
16141,18940,1.0
14844,16141,1.0
16141,8483,1.0
20302,14900,1.0
20434,16141,1.0
21272,16141,1.0
7709,7569,1.0
7709,12969,1.0
14178,14133,1.0
21229,21579,1.0
21579,16369,1.0
20024,9636,1.0
9636,8181,1.0
17725,20681,1.0
13431,21229,1.0
7667,18479,1.0
20024,10769,1.0
14272,17725,1.0
13213,21229,1.0
21229,16619,1.0
16463,19789,1.0
19789,17725,1.0
20024,15579,1.0
8974,9447,1.0
13431,8974,1.0
8974,21579,1.0
21579,17162,1.0
17162,9447,1.0
9636,16854,1.0
16463,20024,1.0
8974,16854,1.0
21579,16463,1.0
12252,16463,1.0
13439,10357,1.0
10664,16511,1.0
9280,8517,1.0
14586,16538,1.0
16838,18479,1.0
20050,8782,1.0
17150,20042,1.0
19793,17067,1.0
17067,9238,1.0
9238,9895,1.0
9895,16747,1.0
16967,17769,1.0
7310,16967,1.0
13012,8526,1.0
8331,8526,1.0
8526,11061,1.0
11061,8526,1.0
8331,9873,1.0
8331,11952,1.0
16178,14763,1.0
20973,8331,1.0
8331,10943,1.0
16178,11952,1.0
8480,12086,1.0
14584,9682,1.0
11314,19933,1.0
19969,7169,1.0
11625,9682,1.0
9682,7175,1.0
20329,19933,1.0
15349,12919,1.0
15516,19020,1.0
14391,20723,1.0
15010,16246,1.0
15729,16406,1.0
16406,18724,1.0
17130,7087,1.0
9937,12389,1.0
7381,15717,1.0
7799,21390,1.0
21390,13715,1.0
13715,14509,1.0
14509,15681,1.0
15681,18373,1.0
13585,7828,1.0
7828,8035,1.0
8035,11448,1.0
11448,9820,1.0
21288,17385,1.0
7828,13585,1.0
9657,17446,1.0
9922,20434,1.0
20434,14054,1.0
14054,17226,1.0
7624,19475,1.0
15378,19149,1.0
17446,14054,1.0
7897,9657,1.0
19149,10944,1.0
10944,10958,1.0
10958,19993,1.0
8035,15494,1.0
17974,10993,1.0
17446,9657,1.0
18272,16390,1.0
16390,18760,1.0
21421,19181,1.0
12371,13562,1.0
13562,17988,1.0
16241,8279,1.0
20372,13127,1.0
15171,7427,5.0
7427,14599,1.0
14599,19906,1.0
8233,19906,1.0
7427,18809,2.0
18809,18622,1.0
17501,8233,1.0
7427,15171,3.0
18809,17501,1.0
12843,21074,1.0
21074,17501,1.0
17501,18622,1.0
18622,19906,1.0
18809,7427,1.0
18020,18809,1.0
18809,7466,1.0
16582,13011,1.0
15743,20947,1.0
19493,8476,1.0
12369,18682,1.0
18682,8885,1.0
16230,17607,1.0
18682,17350,1.0
17607,14582,1.0
9925,20551,1.0
15656,10124,1.0
13525,17891,1.0
11005,14508,1.0
11162,16403,1.0
12102,18728,1.0
7911,7120,1.0
17359,8219,1.0
8939,10156,4.0
13648,18651,1.0
18651,9971,1.0
8534,11979,1.0
11979,8939,1.0
10586,14883,4.0
7934,10586,1.0
9971,10586,1.0
10156,10586,1.0
15129,21516,1.0
18310,10586,1.0
14883,12400,1.0
20116,19678,1.0
10586,11318,2.0
10586,12400,1.0
8939,13967,1.0
13967,12204,1.0
10156,17570,1.0
17570,19381,1.0
10156,20116,1.0
9971,13664,1.0
13664,14231,1.0
14231,7020,1.0
7020,8939,1.0
8939,10202,1.0
10202,18651,1.0
21591,17598,1.0
17598,12581,1.0
11280,7968,1.0
10543,8954,1.0
9352,14607,1.0
7975,17275,1.0
15450,11914,1.0
16010,12145,1.0
12145,12259,1.0
15028,19280,2.0
19280,18830,1.0
18830,16251,1.0
8193,7249,1.0
13841,10956,1.0
16655,16332,1.0
7968,17874,1.0
15754,20506,1.0
18759,15027,1.0
15027,17152,1.0
15497,18064,1.0
12988,8274,1.0
11507,16619,1.0
16619,16655,1.0
20312,11944,1.0
20009,16183,1.0
15839,14302,1.0
16179,10044,1.0
9476,18803,1.0
20898,20116,1.0
20116,8047,1.0
16977,14901,1.0
20116,10586,1.0
9651,10586,1.0
7031,11940,1.0
14548,8392,2.0
21391,19390,1.0
7996,19367,1.0
15514,12330,1.0
15069,19367,1.0
9369,20933,2.0
20174,9369,1.0
20933,7777,2.0
7777,19176,2.0
18523,19599,1.0
19599,9725,1.0
21453,16429,1.0
17697,7216,1.0
7216,13955,1.0
20896,11276,4.0
20161,12297,1.0
18637,11797,1.0
11797,14651,1.0
12092,12988,1.0
17858,16477,1.0
16477,7968,1.0
9766,18637,1.0
18483,10824,1.0
9997,13725,2.0
18962,12297,1.0
20896,16794,2.0
20060,16794,1.0
9908,15662,1.0
7575,12734,2.0
20896,13932,1.0
11797,21073,1.0
21073,19946,1.0
12092,11507,1.0
11507,11212,1.0
11212,9157,1.0
9157,7968,1.0
10701,18046,1.0
17492,8225,1.0
13920,18637,1.0
12092,13920,1.0
13920,19992,1.0
19992,16266,1.0
18483,10547,1.0
10547,16511,1.0
12092,12944,1.0
20682,12988,1.0
15680,7968,1.0
7968,9350,1.0
19110,11507,1.0
9766,8848,1.0
18448,11382,1.0
12897,17578,1.0
16662,13011,1.0
16662,12682,1.0
12682,14893,1.0
8148,11979,1.0
11979,15243,1.0
20326,7490,1.0
7490,13486,1.0
13486,12937,1.0
14131,19489,1.0
12928,15898,1.0
19582,8999,1.0
18399,15898,1.0
20116,12633,1.0
12220,19487,1.0
9971,16284,1.0
16284,10047,1.0
7085,20116,5.0
16374,15507,1.0
16374,13648,1.0
13648,12162,1.0
11622,11260,1.0
11260,21527,1.0
15824,20116,1.0
19487,16662,1.0
16662,8744,1.0
9049,20015,1.0
20116,19487,1.0
11555,11784,1.0
21260,15466,1.0
13146,20706,2.0
8215,14265,1.0
18555,10581,1.0
15658,11183,1.0
11839,10285,1.0
9049,15524,1.0
15524,18444,1.0
7262,15257,1.0
9049,20517,2.0
9049,21596,1.0
20517,14580,1.0
9049,9971,1.0
20898,12266,1.0
15507,9049,1.0
7622,15507,1.0
12633,16235,1.0
12875,7915,1.0
7915,20517,1.0
20517,15211,1.0
14580,13834,1.0
13834,10586,1.0
11621,10586,1.0
10586,12204,1.0
14451,20116,1.0
20116,16263,1.0
14528,10917,1.0
10917,19487,1.0
16111,14330,1.0
11916,15129,1.0
15129,7881,1.0
10586,9227,1.0
19914,13979,1.0
7633,7934,1.0
21527,20455,1.0
20455,16235,1.0
18820,19914,1.0
19914,7633,1.0
12204,14893,1.0
17668,12633,1.0
16430,15257,1.0
15257,20116,1.0
20116,10290,1.0
10290,12204,1.0
8148,17547,2.0
10830,9965,1.0
15414,19914,1.0
8148,7633,1.0
16235,10586,1.0
10586,20116,2.0
20116,13805,1.0
16235,11833,1.0
13420,15696,1.0
16745,9971,1.0
18525,14159,1.0
8915,11794,1.0
8730,15435,1.0
7925,11097,1.0
19419,17721,1.0
16461,20032,1.0
19107,8362,1.0
18058,16224,1.0
19277,19419,1.0
17804,12331,1.0
7919,16706,1.0
21540,7294,1.0
7968,15013,1.0
15013,14423,1.0
15013,11445,1.0
11445,15013,1.0
12443,13813,1.0
11854,14423,1.0
15013,9134,1.0
9134,10101,1.0
14423,18148,1.0
18148,17320,1.0
17320,12358,1.0
20661,19948,1.0
12443,10899,1.0
10899,20661,1.0
17320,13467,1.0
15013,17320,1.0
9134,17704,1.0
15013,20675,1.0
15013,7968,1.0
7968,10176,1.0
14423,7968,1.0
14423,12141,1.0
14423,20675,1.0
15013,18148,2.0
18788,18363,1.0
11916,20116,1.0
20116,19699,1.0
19699,13593,1.0
13648,15414,1.0
13967,7633,1.0
7633,20116,1.0
8046,16111,1.0
16111,13363,1.0
20116,15595,1.0
15595,15414,1.0
9971,15414,1.0
15414,13648,1.0
8764,9868,1.0
9868,19348,1.0
19348,17083,1.0
9868,17881,1.0
19783,14169,1.0
14169,9665,1.0
9665,20892,1.0
8096,20852,1.0
8999,20852,1.0
7400,9000,1.0
18454,9788,1.0
18943,12074,1.0
12074,9997,1.0
9997,10068,1.0
8274,12985,1.0
12985,12092,1.0
16178,13012,1.0
9533,11557,3.0
10875,9533,1.0
11557,10875,1.0
11557,9533,1.0
19734,18879,1.0
12488,12733,1.0
21038,12829,1.0
12829,7031,1.0
8548,8211,1.0
18168,15442,1.0
14827,15442,1.0
15442,18642,1.0
15442,20280,1.0
13587,13465,1.0
19270,11906,1.0
9399,7674,1.0
9399,15385,3.0
7674,15006,1.0
15385,11906,2.0
14495,11906,1.0
7674,15385,2.0
20204,9124,1.0
19660,15385,1.0
11906,14495,1.0
9399,19660,1.0
19660,14495,1.0
9399,20204,1.0
20204,19270,1.0
19270,7674,1.0
10201,11906,1.0
14400,15010,1.0
19969,16760,1.0
9790,14495,1.0
16791,14501,1.0
11431,19952,1.0
20573,18148,2.0
18148,19369,2.0
19369,16655,2.0
9738,15739,1.0
18113,8459,1.0
10044,14171,1.0
12932,17481,1.0
17645,17313,1.0
17313,20717,1.0
15137,10541,1.0
17577,9427,1.0
18691,16468,1.0
18691,7378,1.0
17847,17564,1.0
17564,10931,1.0
18367,10844,1.0
9106,11239,1.0
17211,15338,1.0
19562,20616,1.0
20616,10212,1.0
9737,19735,1.0
19565,10212,1.0
10212,13110,1.0
13110,7801,1.0
7801,7145,1.0
13225,19735,1.0
19562,11351,1.0
11351,16742,1.0
16257,19562,1.0
7806,16257,1.0
12310,10881,1.0
15979,19503,1.0
19997,11755,1.0
12955,17457,1.0
8219,12955,1.0
16386,12928,2.0
12928,9186,1.0
15436,16292,1.0
20244,11452,1.0
11452,11573,1.0
8219,17457,1.0
12955,11342,1.0
13258,13709,1.0
9177,16734,1.0
7249,15816,1.0
14919,16154,1.0
15436,9343,1.0
13325,7987,1.0
7987,9016,1.0
10044,21302,1.0
9997,15554,1.0
15554,17313,1.0
18336,12238,2.0
11919,12655,1.0
12238,18336,1.0
18336,13170,1.0
13170,18336,1.0
17790,20959,1.0
12371,16839,1.0
13598,10171,1.0
10171,12449,1.0
11321,13929,1.0
13598,12449,1.0
16682,15374,1.0
19439,13929,2.0
12449,16682,1.0
16682,13929,1.0
13929,15374,1.0
13929,18070,1.0
18070,16682,1.0
16682,19439,1.0
13250,20083,1.0
8661,8961,2.0
8961,8661,1.0
11615,15697,1.0
20146,19561,1.0
15697,20632,1.0
8661,15697,1.0
18735,10347,1.0
18735,20603,2.0
20713,18735,1.0
21593,18309,1.0
15898,13307,1.0
7692,8522,1.0
16050,17168,1.0
8522,8426,1.0
8426,16354,1.0
15996,10055,1.0
11654,15715,1.0
11654,21337,1.0
21288,12701,1.0
19697,17013,1.0
7597,15128,1.0
15128,13797,1.0
13797,18675,1.0
17013,9847,1.0
11662,8437,1.0
9847,17013,1.0
9847,8437,1.0
8437,15325,1.0
7622,19652,1.0
16178,7964,1.0
8517,12157,1.0
15187,18941,1.0
15176,12747,1.0
17260,20385,1.0
9873,21381,1.0
7128,13111,1.0
13111,20594,1.0
9752,17240,1.0
9072,12254,1.0
14719,20114,1.0
20114,20505,1.0
17711,20448,1.0
17675,14735,1.0
14735,11213,1.0
11213,17675,1.0
10129,17608,1.0
18929,8820,1.0
18832,14181,1.0
8942,15262,1.0
15408,13978,1.0
13978,15262,1.0
11594,7971,1.0
7971,14048,1.0
17662,21574,1.0
21574,17662,1.0
17662,17201,1.0
17201,12269,1.0
12269,17201,1.0
17201,12122,1.0
12122,8601,1.0
8601,17662,1.0
21078,14377,1.0
14377,21078,1.0
15684,14005,1.0
20009,19844,1.0
16511,17259,1.0
13124,17603,1.0
8786,7013,1.0
7013,19362,1.0
19362,21327,1.0
21327,17603,2.0
20288,21327,1.0
20160,9706,2.0
20160,18483,1.0
15324,11507,1.0
9706,17284,1.0
20160,11075,2.0
11507,8181,1.0
7226,17287,1.0
17287,15078,1.0
19624,8548,1.0
7883,15541,1.0
15541,18456,1.0
7695,7875,1.0
18118,11913,1.0
18148,9225,1.0
12171,9225,1.0
12199,9225,1.0
12199,16725,1.0
16725,9689,1.0
18148,12199,1.0
12171,12199,4.0
10065,12171,1.0
12171,17103,1.0
12171,11507,1.0
11975,10251,1.0
21483,15990,1.0
15990,18148,1.0
18148,9447,1.0
12171,18148,1.0
8470,8030,1.0
11368,7968,1.0
11368,10528,1.0
21458,11368,1.0
17312,20966,1.0
20966,7031,1.0
12988,17034,2.0
17034,12988,1.0
16596,18961,1.0
18961,7968,2.0
12604,7968,1.0
16655,15598,1.0
15598,8364,1.0
16596,15598,1.0
7239,20573,1.0
16655,7968,4.0
16655,18148,3.0
18148,18955,1.0
7968,16717,1.0
16717,8274,1.0
7968,16655,2.0
11132,14266,1.0
16596,15630,1.0
15630,15754,1.0
15754,7294,1.0
7294,20101,1.0
20287,18302,3.0
7412,14879,1.0
14879,11576,1.0
20287,7968,1.0
20287,21371,1.0
8051,16476,1.0
16476,8051,1.0
8969,8051,1.0
8181,11287,2.0
6980,8181,1.0
6980,11287,5.0
6980,8669,1.0
7883,11797,1.0
6980,17770,2.0
17770,21483,1.0
11507,17544,1.0
13492,19675,1.0
6980,16203,2.0
6980,18824,1.0
18824,6980,3.0
6980,8882,1.0
11287,8181,1.0
18824,15025,1.0
6980,13698,1.0
13698,12092,1.0
19514,11135,1.0
13301,10628,1.0
7528,12740,1.0
11507,18688,3.0
18767,17251,1.0
14789,13530,1.0
13530,21371,1.0
10552,13546,1.0
13546,18854,1.0
18854,11793,1.0
11975,12988,1.0
16655,15080,1.0
11507,15071,1.0
10550,8148,1.0
10047,17526,1.0
19584,17526,1.0
20116,9010,1.0
17526,12266,1.0
16582,13322,1.0
13322,12682,1.0
14901,9971,1.0
7885,8910,1.0
14649,12750,1.0
17457,20980,1.0
20768,14106,1.0
14106,13269,2.0
12760,8517,3.0
12092,19992,1.0
19992,15092,1.0
11797,18912,1.0
14832,17618,1.0
12797,7205,3.0
19182,15789,1.0
7031,14829,1.0
14829,18118,1.0
12797,19182,1.0
20019,19250,1.0
20644,12130,3.0
9828,17843,1.0
21318,18339,1.0
18339,15286,1.0
13806,15614,1.0
20920,18835,3.0
18835,13990,1.0
9332,20420,1.0
16589,18835,2.0
18835,12538,1.0
18835,16589,1.0
20920,18449,1.0
18449,20920,1.0
20920,20420,2.0
20920,17400,1.0
17400,16589,1.0
7426,11297,1.0
11297,8321,1.0
11880,16274,1.0
16274,18246,1.0
10097,20644,1.0
15248,17045,1.0
10265,14779,1.0
14779,7091,1.0
19793,15539,1.0
15489,7249,1.0
11615,17585,1.0
17585,17942,1.0
9971,17942,1.0
11555,9971,1.0
9971,8310,1.0
11555,14021,1.0
14021,15308,1.0
8310,16284,1.0
9319,20971,1.0
11555,8310,1.0
11388,18559,1.0
18522,8329,1.0
8329,11409,1.0
18522,11238,1.0
18803,18522,1.0
13415,12988,1.0
11812,12054,1.0
14416,15815,1.0
14416,20116,4.0
20116,11784,1.0
18424,20116,1.0
20116,20411,1.0
20411,18424,1.0
18424,19652,1.0
14021,20116,1.0
20116,14021,1.0
14021,15393,1.0
15308,13648,3.0
17526,7633,2.0
17526,13648,1.0
9398,13648,2.0
17526,7444,1.0
7444,9971,1.0
15631,11916,1.0
15631,14416,1.0
15631,17636,1.0
19422,13486,1.0
13486,18633,1.0
19975,9971,1.0
9971,7633,1.0
7633,10102,1.0
13648,19487,4.0
14416,9971,1.0
14416,18424,2.0
14879,14659,1.0
14659,16352,1.0
12988,12344,1.0
7281,11797,1.0
11797,18855,1.0
12988,13484,1.0
13484,19675,1.0
13602,17246,1.0
17246,8236,1.0
15973,14483,1.0
20956,16483,1.0
16483,8444,1.0
14528,13836,1.0
10458,13648,1.0
13648,20632,1.0
20632,7413,2.0
7633,14580,1.0
14528,9227,1.0
15958,10614,1.0
11053,16178,1.0
16178,18118,1.0
9642,8274,1.0
8274,18637,1.0
18637,20101,1.0
14590,14158,1.0
14158,16273,1.0
20573,21232,1.0
21232,7776,1.0
18035,8834,1.0
8834,14158,1.0
14158,9769,1.0
19605,9769,1.0
9769,19605,1.0
17054,10528,1.0
13191,13847,1.0
7999,19920,1.0
15710,14906,1.0
12830,9334,1.0
10665,13446,1.0
20904,7918,1.0
20009,18137,1.0
19374,21388,1.0
15004,14234,1.0
8165,13384,1.0
19725,19750,1.0
14574,12022,1.0
7209,14574,2.0
11908,19180,1.0
19180,7209,1.0
19180,14574,1.0
15223,10473,1.0
8609,12715,7.0
19994,11023,1.0
14545,16121,1.0
16121,21146,1.0
19994,12715,1.0
15734,21599,1.0
9238,11121,4.0
11121,16375,1.0
19757,14459,1.0
14459,14374,1.0
11121,9238,1.0
9238,16104,1.0
15802,11121,1.0
9238,18284,1.0
20457,21268,1.0
15455,9681,1.0
12039,15821,1.0
9632,7421,1.0
7421,9632,1.0
15144,14387,1.0
16178,19369,1.0
19592,15936,1.0
15936,14379,1.0
14379,7496,1.0
16178,15175,1.0
12657,10388,1.0
14422,21416,1.0
9341,18498,1.0
14761,7202,1.0
7202,10020,1.0
10020,15486,1.0
15486,18399,1.0
16581,8694,1.0
7545,21402,1.0
21402,11997,1.0
7827,20244,1.0
20244,8694,1.0
8694,14474,1.0
14474,11452,1.0
19843,8601,1.0
14532,16307,1.0
15461,20412,1.0
8189,13746,1.0
18729,18132,1.0
12863,18729,1.0
12812,19579,1.0
20492,7498,1.0
20492,19579,4.0
19579,9151,1.0
9930,18110,1.0
7978,9151,1.0
20492,7000,1.0
